S.No,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Purchases,MntTotal
1094,1964,Master,Single,51381.5,1,1,01-12-2014,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,57,4,21
1095,1975,Master,Married,22212.0,1,0,12-09-2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,SA,46,8,69
1096,1989,Graduation,Single,18358.0,1,0,11/20/13,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,SP,32,10,57
1097,1974,Graduation,Married,26067.0,1,0,11-04-2013,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,CA,47,9,56
1098,1969,Basic,Married,22390.0,0,0,10/21/13,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,AUS,52,4,26
1099,1978,Graduation,Married,70440.0,0,0,10-08-2013,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,SP,43,23,1572
1100,1978,Graduation,Single,60199.0,1,2,09-12-2013,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,CA,43,4,18
1101,1981,Graduation,Married,38547.0,1,0,8/28/13,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,CA,40,4,22
1102,1980,Graduation,Married,19107.0,1,0,8/22/13,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,CA,41,6,46
1103,1985,PhD,Single,37929.0,0,0,7/30/13,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,0,SP,36,13,265
1104,1950,Graduation,Single,16813.0,0,0,7/19/13,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,CA,71,6,50
1105,1957,Graduation,Married,62187.0,0,0,07-05-2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,SP,64,18,1283
1106,1966,Graduation,Married,57811.0,0,1,6/24/13,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,SP,55,25,802
1107,1956,Master,Married,50943.0,0,1,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,65,5,46
1108,1956,Master,Married,50943.0,0,1,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,65,5,46
1109,1975,Graduation,Single,53201.0,1,1,02-12-2013,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,SP,46,22,415
1110,1963,Graduation,Married,54414.0,1,1,1/23/13,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,SA,58,13,211
1111,1972,Graduation,Married,26290.0,1,1,01-12-2013,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,CA,49,10,77
1112,1959,Graduation,Single,61250.0,0,1,12/16/12,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP,62,25,730
1113,1947,Basic,Married,28389.0,0,0,11/20/12,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,SP,74,4,28
1114,1965,Master,Single,55250.0,0,1,10/21/12,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,AUS,56,26,903
1115,1966,Graduation,Married,37758.0,1,1,10-04-2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,IND,55,6,40
1116,1966,Graduation,Married,37758.0,1,1,10-04-2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,SP,55,6,40
1117,1957,PhD,Married,37633.0,1,1,9/20/12,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,SP,64,6,38
1118,1963,PhD,Married,33629.0,1,1,08-08-2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,SP,58,13,152
1119,1967,PhD,Married,36947.0,1,1,08-07-2012,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,AUS,54,11,146
1120,1952,Graduation,Single,69142.0,0,1,6/29/14,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,IND,69,19,535
1121,1959,Graduation,Married,53154.0,0,1,06-09-2014,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US,62,9,158
1122,1960,PhD,Married,65695.0,0,1,1/31/14,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,SP,61,21,656
1123,1952,PhD,Married,69805.0,0,1,1/21/14,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,GER,69,27,1038
1124,1978,Master,Single,36975.0,1,0,12/28/13,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,43,5,33
1125,1973,Graduation,Married,26228.0,1,0,9/22/13,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,SP,48,4,25
1126,1972,Master,Married,37787.0,1,0,9/20/13,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,IND,49,7,106
1127,1974,PhD,Married,37087.0,1,0,08-11-2013,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA,47,17,401
1128,1952,Master,Married,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,SP,69,12,232
1129,1954,PhD,Married,36930.0,0,1,5/17/13,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP,67,16,297
1130,1963,Master,Single,48721.0,1,1,5/13/13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA,58,17,293
1131,1969,Master,Married,43641.0,1,1,4/22/13,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,SP,52,10,139
1132,1951,Graduation,Married,75903.0,0,1,04-08-2013,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP,70,23,901
1133,1956,Graduation,Married,71391.0,0,1,3/29/13,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,CA,65,28,1043
1134,1976,PhD,Married,16927.0,1,1,02-10-2013,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,SA,45,12,53
1135,1961,Graduation,Single,27215.0,2,1,1/23/13,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA,60,11,102
1136,1976,Graduation,Married,53858.0,0,1,11-09-2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,SP,45,17,915
1137,1963,Graduation,Single,30983.0,0,0,11-09-2012,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IND,58,8,167
1138,1952,Graduation,Married,43462.0,1,1,09-12-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP,69,16,240
1139,1956,Graduation,Married,63943.0,0,1,09-02-2012,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IND,65,17,1106
1140,1986,Graduation,Single,26816.0,0,0,8/17/12,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND,35,4,22
1141,1976,Master,Married,75484.0,0,1,08-02-2012,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA,45,18,1159
1142,1966,Master,Married,33564.0,0,1,6/24/14,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP,55,6,71
1143,1953,Master,Married,54348.0,1,1,06-08-2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA,68,8,90
1144,1959,Graduation,Married,54984.0,0,1,5/24/14,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP,62,17,358
1145,1984,Graduation,Single,34738.0,1,0,05-11-2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,37,5,20
1146,1963,Graduation,Single,68118.0,0,1,10/18/13,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US,58,23,928
1147,1963,Graduation,Single,68118.0,0,1,10/18/13,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP,58,23,928
1148,1973,Graduation,Married,22682.0,1,0,10-03-2013,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS,48,10,95
1149,1975,Graduation,Married,51948.0,0,1,9/17/13,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP,46,13,311
1150,1969,Graduation,Married,25293.0,1,0,9/15/13,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP,52,5,37
1151,1969,Graduation,Married,25293.0,1,0,9/15/13,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS,52,5,37
1152,1964,PhD,Married,41551.0,1,1,8/14/13,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA,57,16,279
1153,1962,PhD,Married,56067.0,0,1,7/20/13,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,59,20,725
1154,1952,Graduation,Married,67433.0,0,2,7/16/13,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP,69,28,992
1155,1983,Graduation,Married,22010.0,1,0,6/30/13,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,38,7,33
1156,1952,Master,Single,64831.0,1,1,06-10-2013,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,69,22,1120
1157,1954,Graduation,Married,62820.0,0,0,05-11-2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,67,14,976
1158,1954,Graduation,Married,62820.0,0,0,05-11-2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,67,14,976
1159,1959,Master,Single,78353.0,0,1,4/16/13,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,62,24,1576
1160,1966,Master,Married,57183.0,1,1,3/19/13,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,55,25,610
1161,1965,Graduation,Single,23478.0,0,0,3/19/13,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,56,7,129
1162,1978,Graduation,Single,30168.0,1,0,03-07-2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,43,18,279
1163,1989,Graduation,Married,37155.0,1,0,1/31/13,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,32,7,74
1164,1985,Basic,Single,16581.0,0,0,01-12-2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,36,4,24
1165,1980,Graduation,Married,41850.0,1,1,12/24/12,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,41,9,96
1166,1967,Master,Single,81380.0,0,0,12/22/12,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,54,17,1893
1167,1981,Graduation,Married,56386.0,1,1,10/27/12,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,40,25,612
1168,1971,Graduation,Single,25818.0,1,0,10/18/12,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER,50,4,28
1169,1984,Graduation,Married,15345.0,1,0,8/31/12,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,37,6,47
1170,1977,Master,Married,57954.0,1,1,6/18/14,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP,44,23,493
1171,1952,Graduation,Married,50300.0,0,1,5/25/14,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,69,13,270
1172,1955,PhD,Married,38725.0,1,1,05-10-2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,66,7,45
1173,1989,Master,Married,10404.0,1,0,05-04-2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,32,7,43
1174,1991,Basic,Single,26868.0,1,0,4/30/14,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,30,4,14
1175,1949,Graduation,Single,72298.0,0,0,03-10-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP,72,14,939
1176,1958,Graduation,Married,72905.0,0,0,1/21/14,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,63,20,1515
1177,1976,Graduation,Single,47025.0,0,1,11-07-2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,45,17,415
1178,1985,Graduation,Single,29938.0,1,0,10/27/13,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,36,6,26
1179,1948,PhD,Married,46681.0,0,2,10-08-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,73,16,425
1180,1948,PhD,Married,46681.0,0,2,10-08-2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,73,16,425
1181,1970,Master,Single,29548.0,1,0,8/29/13,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP,51,5,29
1182,1956,Master,Married,62058.0,0,1,5/26/13,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER,65,18,450
1183,1969,Master,Married,51381.5,1,1,5/18/13,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS,52,25,721
1184,1963,PhD,Single,36736.0,1,1,05-10-2013,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,58,4,17
1185,1952,Master,Single,8820.0,1,1,3/22/13,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,69,10,35
1186,1963,Basic,Married,14918.0,0,1,12-07-2012,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND,58,5,43
1187,1974,Graduation,Married,56715.0,0,0,12-05-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,47,15,1020
1188,1978,Basic,Married,24882.0,1,0,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND,43,5,80
1189,1978,Basic,Married,24882.0,1,0,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP,43,5,80
1190,1952,Master,Married,40442.0,1,1,8/19/12,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,69,12,169
1191,1965,Master,Single,64176.0,0,1,08-03-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,56,33,1826
1192,1983,PhD,Married,23536.0,1,0,06-04-2014,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,38,4,10
1193,1958,Graduation,Single,35246.0,1,1,4/16/14,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,63,11,62
1194,1978,Graduation,Married,28442.0,2,0,2/24/14,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,43,10,57
1195,1956,Graduation,Married,48195.0,1,1,1/21/14,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,65,17,265
1196,1982,Master,Single,74116.0,0,0,12/30/13,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,39,19,2052
1197,1947,Master,Married,78093.0,0,0,12-11-2013,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,74,17,1105
1198,1952,Master,Single,59354.0,1,1,11/15/13,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,69,15,310
1199,1976,Master,Married,36301.0,1,0,10/25/13,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,45,7,78
1200,1943,Master,Single,77598.0,0,0,10-01-2013,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,78,26,1735
1201,1972,Graduation,Married,62710.0,0,1,5/23/13,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,49,22,606
1202,1965,Graduation,Married,36317.0,0,1,5/22/13,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,56,9,133
1203,1971,PhD,Single,42767.0,2,0,05-11-2013,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,50,7,131
1204,1982,Master,Married,43815.0,1,0,04-05-2013,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,39,6,79
1205,1971,Graduation,Single,44421.0,1,1,2/15/13,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,50,14,189
1206,1943,PhD,Single,48948.0,0,0,02-01-2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS,78,24,902
1207,1943,PhD,Single,48948.0,0,0,02-01-2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,78,24,902
1208,1950,Master,Single,63120.0,0,1,9/28/12,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,71,26,1477
1209,1950,PhD,Married,55517.0,1,1,9/27/12,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,71,23,633
1210,1957,Graduation,Single,36864.0,0,1,8/13/12,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,64,14,354
1211,1978,Master,Married,51381.5,0,0,08-12-2012,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND,43,1,1679
1212,1977,Graduation,Single,82582.0,0,0,06-07-2014,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS,44,21,1617
1213,1958,Graduation,Single,79803.0,0,1,06-02-2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,63,13,868
1214,1967,PhD,Single,52569.0,0,1,04-05-2014,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,54,7,95
1215,1948,PhD,Single,82032.0,0,0,04-05-2014,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,73,17,1234
1216,1948,PhD,Single,82032.0,0,0,04-05-2014,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,73,17,1234
1217,1972,Graduation,Married,65685.0,0,1,3/29/14,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,49,21,769
1218,1972,Graduation,Married,65685.0,0,1,3/29/14,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,49,21,769
1219,1957,PhD,Married,40451.0,0,2,2/16/14,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,64,5,49
1220,1973,Master,Single,31163.0,1,0,2/13/14,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,48,5,38
1221,1973,Master,Single,31163.0,1,0,2/13/14,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,48,5,38
1222,1952,Graduation,Married,35704.0,1,1,01-03-2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,69,9,94
1223,1973,Graduation,Single,7500.0,1,0,12/26/13,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,48,11,57
1224,1983,Graduation,Married,36075.0,1,0,12-09-2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,38,7,119
1225,1982,PhD,Married,70038.0,0,0,10/25/13,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,39,17,1244
1226,1982,PhD,Married,70038.0,0,0,10/25/13,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,39,17,1244
1227,1971,Graduation,Married,71796.0,0,0,10/24/13,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,50,17,960
1228,1967,Master,Married,47821.0,1,1,10/20/13,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,54,5,47
1229,1975,PhD,Married,45503.0,1,0,9/25/13,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,46,9,170
1230,1978,Graduation,Single,28647.0,1,0,8/21/13,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,43,7,94
1231,1972,Master,Single,37760.0,1,0,08-11-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,49,6,54
1232,1952,PhD,Married,85431.0,0,0,06-08-2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,69,17,1165
1233,1955,Master,Married,72635.0,0,0,06-03-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,66,21,981
1234,1955,Master,Married,72635.0,0,0,06-03-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,66,21,981
1235,1948,Graduation,Married,77142.0,0,0,5/29/13,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,73,17,990
1236,1978,Graduation,Married,53172.0,0,1,05-06-2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,43,16,486
1237,1968,Graduation,Single,36065.0,1,1,3/31/13,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,53,9,74
1238,1973,Graduation,Married,73926.0,0,0,03-02-2013,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,48,24,1580
1239,1977,Graduation,Single,35790.0,1,0,01-02-2013,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,44,7,72
1240,1962,Graduation,Single,39552.0,1,1,12/18/12,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,59,20,384
1241,1964,Master,Married,68316.0,0,1,11-04-2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,57,32,1211
1242,1977,PhD,Married,102160.0,0,0,11-02-2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,44,26,1240
1243,1965,Master,Single,51390.0,1,1,09-08-2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,56,18,353
1244,1981,Graduation,Single,72066.0,0,0,6/23/14,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,40,17,1792
1245,1976,Graduation,Married,21675.0,1,0,06-11-2014,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,45,10,45
1246,1965,Graduation,Married,48006.0,1,1,06-09-2014,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,56,5,41
1247,1975,Graduation,Married,65106.0,0,1,5/24/14,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,46,27,973
1248,1960,Graduation,Single,58401.0,0,1,4/20/14,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,61,6,96
1249,1960,Graduation,Married,29315.0,1,1,04-06-2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,61,10,48
1250,1951,Master,Single,49389.0,1,1,8/29/13,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,70,6,65
1251,1965,PhD,Married,51717.0,0,1,8/20/13,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,56,8,122
1252,1960,Master,Single,46779.0,1,1,07-12-2013,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,61,4,23
1253,1960,Master,Married,28520.0,1,1,6/14/13,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,61,5,43
1254,1963,Graduation,Single,34377.0,0,1,1/19/13,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,58,8,114
1255,1961,PhD,Single,54959.0,0,1,1/19/13,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,60,21,1232
1256,1955,Master,Married,82384.0,0,0,11/19/12,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,66,27,1957
1257,1956,Graduation,Single,46998.0,0,1,10/22/12,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,65,18,377
1258,1968,Graduation,Married,58554.0,1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,53,22,586
1259,1968,Graduation,Married,58554.0,1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,53,22,586
1260,1954,PhD,Single,57333.0,0,1,9/22/12,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,67,33,1662
1261,1994,Graduation,Married,80685.0,0,0,8/22/12,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,27,21,1004
1262,1965,Graduation,Married,52117.0,0,1,8/16/12,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,56,13,279
1263,1972,PhD,Married,62220.0,0,1,08-11-2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,49,23,1226
1264,1946,PhD,Married,64014.0,2,1,06-10-2014,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,75,22,444
1265,1946,PhD,Married,64014.0,2,1,06-10-2014,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,75,22,444
1266,1955,Master,Single,46390.0,0,1,05-05-2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,66,10,222
1267,1979,Graduation,Married,75507.0,0,0,05-02-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,42,21,1440
1268,1979,Graduation,Married,75507.0,0,0,05-02-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,42,21,1440
1269,1951,Master,Married,59412.0,0,0,4/19/14,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,70,15,406
1270,1968,PhD,Single,50616.0,0,1,4/18/14,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,53,10,149
1271,1969,Master,Married,35924.0,1,1,3/23/14,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,52,5,34
1272,1982,Master,Married,57937.0,0,1,2/16/14,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,39,20,683
1273,1984,PhD,Married,73356.0,0,0,02-06-2014,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,37,22,1512
1274,1974,Master,Married,21255.0,1,0,1/21/14,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,47,11,61
